repo_url,repo_name,pr_url,author,title,matching_js_test_files,matched_terms,found_test_keywords,found_async_keywords,total_async_keywords_count,files_changed_in_pr,lines_changed_in_pr,total_test_files,files_with_test_and_async,created_at,merged_at,async_keywords_breakdown,files_async_counts
https://api.github.com/repos/goodeggs/express-promise-middleware,goodeggs/express-promise-middleware,https://github.com/goodeggs/express-promise-middleware/pull/2,serhalp,Fix race condition bug.,src/test.js,race condition,describe(;it(,async;promise,25,2,31,1,1,2019-01-08T19:18:51Z,2019-01-08T22:23:44Z,promise:12;async:13,src/test.js:25
https://api.github.com/repos/ONSdigital/eq-author-app,ONSdigital/eq-author-app,https://github.com/ONSdigital/eq-author-app/pull/100,tgandrews,Upgrade apollo,eq-author/src/components/withEntityEditor/index.test.js;eq-author/src/containers/enhancers/withDeletePage.test.js,race condition,describe(;it(,promise,5,10,385,3,2,2019-01-02T10:34:54Z,2019-01-03T13:39:08Z,promise:5;async:0,eq-author/src/components/withEntityEditor/index.test.js:2;eq-author/src/containers/enhancers/withDeletePage.test.js:3
https://api.github.com/repos/hmcts/ccd-case-management-web,hmcts/ccd-case-management-web,https://github.com/hmcts/ccd-case-management-web/pull/487,noronhaa,"Revert ""Rdm 3565 UI Toolkit: Use Get CaseHistoryForEvent API v2""",src/app/app.config.spec.ts,flaky test,describe(;it(,async,2,7,75,4,1,2019-01-14T16:06:48Z,2019-01-14T16:47:40Z,promise:0;async:2,src/app/app.config.spec.ts:2
https://api.github.com/repos/ManageIQ/manageiq-v2v,ManageIQ/manageiq-v2v,https://github.com/ManageIQ/manageiq-v2v/pull/849,michaelkro,Fetch providers first,app/javascript/react/screens/App/Overview/__test__/Overview.test.js,race condition,describe(;test(,async;promise,5,4,60,1,1,2019-01-14T15:52:56Z,2019-01-15T14:42:40Z,promise:3;async:2,app/javascript/react/screens/App/Overview/__test__/Overview.test.js:5
https://api.github.com/repos/iov-one/iov-core,iov-one/iov-core,https://github.com/iov-one/iov-core/pull/692,webmaster128,Avoid extra query in block header events,packages/iov-bns/src/bnsconnection.spec.ts,race condition,describe(;it(,async;promise,50,3,63,1,1,2019-01-15T14:58:40Z,2019-01-17T11:38:22Z,promise:12;async:38,packages/iov-bns/src/bnsconnection.spec.ts:50
https://api.github.com/repos/launchdarkly/node-server-sdk,launchdarkly/node-server-sdk,https://github.com/launchdarkly/node-server-sdk/pull/134,eli-darkly,prepare 5.7.0 release,test/LDClient-evaluation-test.js;test/LDClient-events-test.js;test/LDClient-test.js;test/caching_store_wrapper-test.js;test/file_data_source-test.js;test/streaming-test.js,race condition,describe(;it(,async;promise,83,21,2837,6,6,2019-01-12T00:43:56Z,2019-01-12T00:54:43Z,promise:6;async:77,test/LDClient-evaluation-test.js:26;test/LDClient-events-test.js:7;test/LDClient-test.js:5;test/caching_store_wrapper-test.js:21;test/file_data_source-test.js:12;test/streaming-test.js:12
https://api.github.com/repos/magento/pwa-studio,magento/pwa-studio,https://github.com/magento/pwa-studio/pull/743,jimbo,Replace waait with wait-for-expect,packages/venia-concept/src/components/CategoryList/__tests__/categoryList.spec.js;packages/venia-concept/src/components/CreateAccount/__tests__/createAccount.spec.js;packages/venia-concept/src/components/Navigation/__tests__/categoryTree.spec.js,flaky test,test(,async,7,5,64,3,3,2019-01-10T21:26:52Z,2019-01-10T21:31:03Z,promise:0;async:7,packages/venia-concept/src/components/CategoryList/__tests__/categoryList.spec.js:1;packages/venia-concept/src/components/CreateAccount/__tests__/createAccount.spec.js:4;packages/venia-concept/src/components/Navigation/__tests__/categoryTree.spec.js:2
https://api.github.com/repos/webex/webex-js-sdk,webex/webex-js-sdk,https://github.com/webex/webex-js-sdk/pull/1073,mattnorris,Fix skipping flaky tests,packages/node_modules/@ciscospark/http-core/test/integration/spec/request.js;packages/node_modules/@ciscospark/plugin-messages/test/integration/spec/messages.js;packages/node_modules/@ciscospark/plugin-phone/test/integration/spec/dtmf.js,flaky test,describe(;it(,promise,16,6,77,3,3,2019-01-10T15:58:12Z,2019-01-10T21:30:34Z,promise:16;async:0,packages/node_modules/@ciscospark/http-core/test/integration/spec/request.js:6;packages/node_modules/@ciscospark/plugin-messages/test/integration/spec/messages.js:6;packages/node_modules/@ciscospark/plugin-phone/test/integration/spec/dtmf.js:4
https://api.github.com/repos/facebook/react,facebook/react,https://github.com/facebook/react/pull/14626,gaearon,Support sync thenables for lazy(),packages/react-reconciler/src/__tests__/ReactLazy-test.internal.js,race condition,describe(;it(,async;promise,52,2,23,1,1,2019-01-18T10:42:59Z,2019-01-18T21:16:02Z,promise:20;async:32,packages/react-reconciler/src/__tests__/ReactLazy-test.internal.js:52
https://api.github.com/repos/SerayaEryn/fast-translation,SerayaEryn/fast-translation,https://github.com/SerayaEryn/fast-translation/pull/7,SerayaEryn,fix flaky test,test/translation.test.js,flaky test,test(,promise,6,2,5,1,1,2019-01-17T19:15:25Z,2019-01-17T19:19:10Z,promise:6;async:0,test/translation.test.js:6
https://api.github.com/repos/brave-intl/bat-ledger,brave-intl/bat-ledger,https://github.com/brave-intl/bat-ledger/pull/506,nvonpentz,Use variable shape captcha endpoint,test/e2e.integration.test.js,flaky test,it(;test(,async,13,2,11,1,1,2019-01-16T23:30:16Z,2019-01-16T23:38:22Z,promise:0;async:13,test/e2e.integration.test.js:13
https://api.github.com/repos/cablelabs/lpwanserver-web-client,cablelabs/lpwanserver-web-client,https://github.com/cablelabs/lpwanserver-web-client/pull/60,rhythnic,Issue 59,e2e/specs/index.test.js,race condition,describe(;it(;test(,async,2,4,13,1,1,2019-01-16T21:12:31Z,2019-01-16T21:25:17Z,promise:0;async:2,e2e/specs/index.test.js:2
https://api.github.com/repos/WordPress/gutenberg,WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/13452,aduth,Testing: Fail E2E when page displays warning notices,packages/e2e-test-utils/src/test/get-page-error.js,race condition,describe(;it(,async,2,6,101,1,1,2019-01-23T22:10:59Z,2020-04-07T21:26:09Z,promise:0;async:2,packages/e2e-test-utils/src/test/get-page-error.js:2
https://api.github.com/repos/ONSdigital/eq-author-app,ONSdigital/eq-author-app,https://github.com/ONSdigital/eq-author-app/pull/151,SamGodwin2,Refactor section introduction into its own entity in both front-end and API.,eq-author-api/tests/schema/mutations/createSectionIntroduction.test.js;eq-author-api/tests/schema/mutations/deleteSectionIntroduction.test.js;eq-author-api/tests/schema/mutations/updateSection.test.js;eq-author-api/tests/schema/mutations/updateSectionIntroduction.test.js;eq-author/src/App/section/Design/SectionEditor/SectionIntroduction/withCreateSectionIntro.test.js;eq-author/src/App/section/Design/SectionEditor/SectionIntroduction/withDeleteSectionIntro.test.js;eq-author/src/App/section/Design/SectionEditor/SectionIntroduction/withUpdateSectionIntro.test.js,race condition,describe(;it(,async;promise,8,30,1257,12,7,2019-01-24T09:21:34Z,2019-01-29T10:32:31Z,promise:4;async:4,eq-author-api/tests/schema/mutations/createSectionIntroduction.test.js:1;eq-author-api/tests/schema/mutations/deleteSectionIntroduction.test.js:1;eq-author-api/tests/schema/mutations/updateSection.test.js:1;eq-author-api/tests/schema/mutations/updateSectionIntroduction.test.js:1;eq-author/src/App/section/Design/SectionEditor/SectionIntroduction/withCreateSectionIntro.test.js:1;eq-author/src/App/section/Design/SectionEditor/SectionIntroduction/withDeleteSectionIntro.test.js:2;eq-author/src/App/section/Design/SectionEditor/SectionIntroduction/withUpdateSectionIntro.test.js:1
https://api.github.com/repos/medic/cht-core,medic/cht-core,https://github.com/medic/cht-core/pull/5273,dianabarsan,Updates seq of live changes in batched changes feeds,api/tests/mocha/controllers/changes.js;tests/e2e/api/controllers/_changes.spec.js,race condition,describe(;it(,promise,45,4,404,2,2,2019-01-23T11:26:35Z,2019-01-29T20:58:03Z,promise:45;async:0,api/tests/mocha/controllers/changes.js:9;tests/e2e/api/controllers/_changes.spec.js:36
https://api.github.com/repos/cncf/landscapeapp,cncf/landscapeapp,https://github.com/cncf/landscapeapp/pull/103,AndreyKozlov1984,fix a flaky test; close #102,specs/main.spec.js,flaky test,describe(;test(,async,7,2,13,1,1,2019-01-25T14:59:22Z,2019-01-25T15:11:24Z,promise:0;async:7,specs/main.spec.js:7
https://api.github.com/repos/NetsBlox/Snap--Build-Your-Own-Blocks,NetsBlox/Snap--Build-Your-Own-Blocks,https://github.com/NetsBlox/Snap--Build-Your-Own-Blocks/pull/771,hamidzr,764 flaky test p1,test/messages.spec.js;test/room.spec.js,flaky test,describe(;it(,async;promise,4,5,109,3,2,2019-01-23T20:21:07Z,2019-01-23T20:27:12Z,promise:1;async:3,test/messages.spec.js:1;test/room.spec.js:3
https://api.github.com/repos/GoogleCloudPlatform/nodejs-docs-samples,GoogleCloudPlatform/nodejs-docs-samples,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/pull/1125,hongalex,iot: merge gateway management samples from beta into GA,iot/beta-features/gateway/gateway.test.js;iot/manager/system-test/manager.test.js,flaky test,test(,async,29,6,882,2,2,2019-02-02T03:44:12Z,2019-02-04T20:36:58Z,promise:0;async:29,iot/beta-features/gateway/gateway.test.js:11;iot/manager/system-test/manager.test.js:18
https://api.github.com/repos/webex/webex-js-sdk,webex/webex-js-sdk,https://github.com/webex/webex-js-sdk/pull/1088,mattnorris,Update contributors & skip flaky tests,packages/node_modules/@ciscospark/internal-plugin-lyra/test/integration/spec/space.js;packages/node_modules/@ciscospark/internal-plugin-wdm/test/integration/spec/ping.js,flaky test,describe(;it(,promise,2,5,59,3,2,2019-02-05T15:40:17Z,2019-02-07T19:48:56Z,promise:2;async:0,packages/node_modules/@ciscospark/internal-plugin-lyra/test/integration/spec/space.js:1;packages/node_modules/@ciscospark/internal-plugin-wdm/test/integration/spec/ping.js:1
https://api.github.com/repos/mozilla-lockwise/lockwise-addon,mozilla-lockwise/lockwise-addon,https://github.com/mozilla-lockwise/lockwise-addon/pull/71,lmorchard,Item deletion & modification integration tests,test/integration/functional-test.js,race condition,describe(;it(,async;promise,27,5,215,1,1,2019-01-30T18:43:32Z,2019-02-01T21:00:51Z,promise:0;async:27,test/integration/functional-test.js:27
https://api.github.com/repos/tivac/modular-css,tivac/modular-css,https://github.com/tivac/modular-css/pull/565,tivac,fix: dependency processing race condition,packages/processor/test/api.test.js;packages/svelte/test/svelte.test.js;packages/webpack/test/webpack.test.js,race condition,describe(;it(,async;promise,49,17,167,3,3,2019-02-09T00:17:46Z,2019-02-09T21:53:42Z,promise:4;async:45,packages/processor/test/api.test.js:32;packages/svelte/test/svelte.test.js:14;packages/webpack/test/webpack.test.js:3
https://api.github.com/repos/embarklabs/embark,embarklabs/embark,https://github.com/embarklabs/embark/pull/1323,michaelsbradleyjr,refactor: be consistent with callbacks and promises,packages/embark/src/lib/modules/tests/index.js;packages/embark/src/test/template.js;packages/embark/src/test/vm.js;packages/embarkjs/test/blockchain_test.js,race condition,describe(;it(;test(,async;promise,28,27,1009,4,4,2019-02-11T11:02:09Z,2019-02-13T19:27:43Z,promise:3;async:25,packages/embark/src/lib/modules/tests/index.js:9;packages/embark/src/test/template.js:13;packages/embark/src/test/vm.js:2;packages/embarkjs/test/blockchain_test.js:4
https://api.github.com/repos/taskcluster/taskcluster,taskcluster/taskcluster,https://github.com/taskcluster/taskcluster/pull/207,djmitche,Omit DEBUG when running a node subprocess,libraries/monitor/test/uncaught_test.js,flaky test,test(,async;promise,2,1,4,1,1,2019-02-11T14:22:22Z,2019-02-12T00:44:08Z,promise:1;async:1,libraries/monitor/test/uncaught_test.js:2
https://api.github.com/repos/taskcluster/taskcluster,taskcluster/taskcluster,https://github.com/taskcluster/taskcluster/pull/196,djmitche,Bug 1523215 - improve index tests,services/index/test/api_test.js;services/index/test/index_test.js,race condition,test(,async;promise,37,4,115,3,2,2019-02-09T03:05:21Z,2019-02-09T14:38:16Z,promise:1;async:22,services/index/test/api_test.js:16;services/index/test/index_test.js:7
https://api.github.com/repos/PolymathNetwork/polymath-apps,PolymathNetwork/polymath-apps,https://github.com/PolymathNetwork/polymath-apps/pull/359,RafaelVidaurre,Fix/race condition on get network,packages/new-polymath-issuer/src/state/sagas/__tests__/accessControl.ts;packages/new-polymath-issuer/src/state/sagas/__tests__/router.tsx;packages/new-polymath-sdk/src/__tests__/browserUtilities.ts,race condition,describe(;test(,async;promise,12,24,404,3,3,2019-02-07T15:32:28Z,2019-02-07T18:37:36Z,promise:2;async:10,packages/new-polymath-issuer/src/state/sagas/__tests__/accessControl.ts:8;packages/new-polymath-issuer/src/state/sagas/__tests__/router.tsx:1;packages/new-polymath-sdk/src/__tests__/browserUtilities.ts:3
https://api.github.com/repos/GoogleCloudPlatform/nodejs-docs-samples,GoogleCloudPlatform/nodejs-docs-samples,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/pull/1142,hongalex,Iot gateway flaky tests,iot/manager/system-test/manager.test.js,flaky test,test(,async,18,2,163,1,1,2019-02-13T02:01:09Z,2019-02-14T17:01:28Z,promise:0;async:18,iot/manager/system-test/manager.test.js:18
https://api.github.com/repos/screwdriver-cd/queue-worker,screwdriver-cd/queue-worker,https://github.com/screwdriver-cd/queue-worker/pull/121,minzcmu,fix(1482): fix race conditions for collapse,test/blockedBy.test.js,race condition,describe(;it(,async,22,4,211,2,1,2019-02-18T22:35:46Z,2019-02-18T23:51:19Z,promise:0;async:22,test/blockedBy.test.js:22
https://api.github.com/repos/webkom/vote,webkom/vote,https://github.com/webkom/vote/pull/315,orhanhenrik,Fix race condition and add test,test/api/vote.test.js,race condition,describe(;it(,async;promise,21,9,101,1,1,2019-02-18T21:54:32Z,2019-02-18T22:53:37Z,promise:1;async:20,test/api/vote.test.js:21
https://api.github.com/repos/ampproject/amphtml,ampproject/amphtml,https://github.com/ampproject/amphtml/pull/21033,dreamofabear,amp-bind: Fix state/ready race condition,extensions/amp-bind/0.1/test/integration/test-bind-impl.js;extensions/amp-bind/0.1/test/test-amp-state.js,race condition,describe(;it(,promise,25,4,231,2,2,2019-02-22T23:51:00Z,2019-02-25T17:52:53Z,promise:25;async:0,extensions/amp-bind/0.1/test/integration/test-bind-impl.js:23;extensions/amp-bind/0.1/test/test-amp-state.js:2
https://api.github.com/repos/bootstrap-vue/bootstrap-vue,bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue/pull/2816,tmorehouse,chore(release): BootstrapVue v2.0.0-rc.15,src/components/button/button.spec.js;src/components/carousel/carousel-slide.spec.js;src/components/dropdown/dropdown-item-button.spec.js;src/components/dropdown/dropdown-item.spec.js;src/components/form-checkbox/form-checkbox-group.spec.js;src/components/form-checkbox/form-checkbox.spec.js,race condition,describe(;it(,async,133,30,544,6,6,2019-03-12T06:58:16Z,2019-03-18T02:36:27Z,promise:0;async:133,src/components/button/button.spec.js:12;src/components/carousel/carousel-slide.spec.js:22;src/components/dropdown/dropdown-item-button.spec.js:6;src/components/dropdown/dropdown-item.spec.js:4;src/components/form-checkbox/form-checkbox-group.spec.js:30;src/components/form-checkbox/form-checkbox.spec.js:59
https://api.github.com/repos/ampproject/amphtml,ampproject/amphtml,https://github.com/ampproject/amphtml/pull/21390,cathyxz,[amp-list] Fix race condition on access to this.loadMoreService_ ,extensions/amp-list/0.1/test/test-amp-list-load-more.js,race condition,describe(;it(,async;promise,9,3,260,1,1,2019-03-12T22:52:42Z,2019-03-15T00:54:46Z,promise:4;async:5,extensions/amp-list/0.1/test/test-amp-list-load-more.js:9
https://api.github.com/repos/parcel-bundler/parcel,parcel-bundler/parcel,https://github.com/parcel-bundler/parcel/pull/2787,wbinnssmith,Cherry-pick fixes from master for flaky tests and others,packages/core/parcel-bundler/test/sourcemaps.js;packages/core/watcher/test/fswatcher.js,flaky test,describe(;it(,async;promise,6,28,389,2,2,2019-03-13T17:17:55Z,2019-03-14T18:23:12Z,promise:2;async:4,packages/core/parcel-bundler/test/sourcemaps.js:2;packages/core/watcher/test/fswatcher.js:4
https://api.github.com/repos/apollographql/react-apollo,apollographql/react-apollo,https://github.com/apollographql/react-apollo/pull/2871,benjamn,Disable queryDeduplication in some flaky tests.,test/client/graphql/queries/loading.test.tsx,flaky test,describe(;it(,promise,1,2,2,2,1,2019-03-15T00:21:55Z,2019-03-15T01:21:11Z,promise:1;async:0,test/client/graphql/queries/loading.test.tsx:1
https://api.github.com/repos/bootstrap-vue/bootstrap-vue,bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue/pull/2834,tmorehouse,fix(pagination-nav): fix race condition with clicking prev/next buttons,src/components/pagination-nav/pagination-nav.spec.js;src/components/pagination/pagination.spec.js,race condition,describe(;it(,async;promise,37,3,276,2,2,2019-03-13T21:14:39Z,2019-03-14T03:42:52Z,promise:11;async:26,src/components/pagination-nav/pagination-nav.spec.js:19;src/components/pagination/pagination.spec.js:18
https://api.github.com/repos/cardstack/portfolio,cardstack/portfolio,https://github.com/cardstack/portfolio/pull/174,habdelra,skipping flaky test,portfolio/tests/acceptance/asset-test.js,flaky test,it(;test(,async,7,1,6,1,1,2019-03-25T16:01:04Z,2019-03-25T16:57:23Z,promise:0;async:7,portfolio/tests/acceptance/asset-test.js:7
https://api.github.com/repos/remotestorage/armadietto,remotestorage/armadietto,https://github.com/remotestorage/armadietto/pull/23,JakubNer,"Minor fixes: race condition, npm audit fixes, white space interfering with tests on Windows",spec/armadietto/oauth_spec.js;spec/armadietto/storage_spec.js;spec/armadietto/web_finger_spec.js,race condition,describe(;it(,async;promise,84,16,6329,3,3,2019-03-29T16:34:41Z,2020-02-28T17:49:35Z,promise:0;async:84,spec/armadietto/oauth_spec.js:22;spec/armadietto/storage_spec.js:52;spec/armadietto/web_finger_spec.js:10
https://api.github.com/repos/atom/atom,atom/atom,https://github.com/atom/atom/pull/19126,rafeca,Wait until the editor is ready on application test,spec/main-process/atom-application.test.js,flaky test,describe(;it(,async;promise,55,1,2,1,1,2019-04-09T14:03:45Z,2019-04-10T14:27:36Z,promise:16;async:39,spec/main-process/atom-application.test.js:55
https://api.github.com/repos/illinois/queue,illinois/queue,https://github.com/illinois/queue/pull/263,nwalters512,Rewrite queue page with hooks,src/api/queues.test.js,race condition,describe(;test(,async,64,18,569,1,1,2019-04-08T04:05:05Z,2019-04-09T17:01:19Z,promise:0;async:64,src/api/queues.test.js:64
https://api.github.com/repos/parse-community/Parse-SDK-JS,parse-community/Parse-SDK-JS,https://github.com/parse-community/Parse-SDK-JS/pull/788,dplewis,Fix flaky tests,integration/test/ParseACLTest.js;src/__tests__/ParseLiveQuery-test.js,flaky test,describe(;it(,async;promise,40,2,824,2,2,2019-04-04T17:33:02Z,2019-04-04T17:52:39Z,promise:8;async:32,integration/test/ParseACLTest.js:27;src/__tests__/ParseLiveQuery-test.js:13
https://api.github.com/repos/atom/atom,atom/atom,https://github.com/atom/atom/pull/19135,nathansobo,Add ability to retry flaky Jasmine tests,spec/native-watcher-registry-spec.js,flaky test,describe(;it(,async;promise,10,2,50,1,1,2019-04-10T20:25:22Z,2019-04-18T23:32:10Z,promise:3;async:7,spec/native-watcher-registry-spec.js:10
https://api.github.com/repos/wix/Detox,wix/Detox,https://github.com/wix/Detox/pull/1273,noomorph,fix: stabilize simulator log plugin,detox/src/artifacts/ArtifactsManager.test.js;detox/src/artifacts/log/ios/SimulatorLogPlugin.test.js;detox/src/artifacts/templates/plugin/ArtifactPlugin.test.js,race condition,describe(;it(;test(,async;promise,49,13,107,3,3,2019-04-11T08:50:41Z,2019-04-11T09:43:05Z,promise:6;async:43,detox/src/artifacts/ArtifactsManager.test.js:27;detox/src/artifacts/log/ios/SimulatorLogPlugin.test.js:8;detox/src/artifacts/templates/plugin/ArtifactPlugin.test.js:14
https://api.github.com/repos/discipl/discipl-core-ephemeral,discipl/discipl-core-ephemeral,https://github.com/discipl/discipl-core-ephemeral/pull/20,pimotte,Race condition fix,test/index.spec.js,race condition,describe(;it(,async;promise,27,6,212,1,1,2019-04-10T09:31:00Z,2019-04-10T12:04:21Z,promise:0;async:27,test/index.spec.js:27
https://api.github.com/repos/AliceO2Group/WebUi,AliceO2Group/WebUi,https://github.com/AliceO2Group/WebUi/pull/267,awegrzyn,Remove a test that sometimes falls into race condition,QualityControl/test/mocha-index.js,race condition,describe(;it(,async;promise,26,1,6,1,1,2019-04-10T07:27:10Z,2019-04-10T07:35:32Z,promise:1;async:25,QualityControl/test/mocha-index.js:26
https://api.github.com/repos/cypress-io/cypress,cypress-io/cypress,https://github.com/cypress-io/cypress/pull/3988,kuceb,Fix flaky cli unit test ,cli/test/lib/cypress_spec.js;cli/test/lib/tasks/install_spec.js;cli/test/lib/tasks/state_spec.js;cli/test/lib/tasks/verify_spec.js,flaky test,describe(;it(,async;promise,8,13,53,13,4,2019-04-17T18:18:57Z,2019-04-17T23:10:49Z,promise:8;async:0,cli/test/lib/cypress_spec.js:2;cli/test/lib/tasks/install_spec.js:2;cli/test/lib/tasks/state_spec.js:2;cli/test/lib/tasks/verify_spec.js:2
